Finished,Extraversion,Observant,Thinking,Judging,Age,Gender,education,Major,way of watching movies,subscription,Frequency,number of movies,Reasons,With whom,factors,Action,Adventure,Animated,Comedy,Historical,Fantasy,Horror,Science fiction,Documentary
TRUE,43,62,34,49,20,Female,bachelor,literature language and social sciences,on mobile devices at home or other places,Never,fewer than 5 times a year,0-20,"Entertaining,relaxing,funny",With friends,"genres,previews,comments of other audience",like,like,like,like,like,neither like nor dislike,neither like nor dislike,like,neither like nor dislike
TRUE,53,57,51,53,20,Female,bachelor,literature language and social sciences,Go to cinema or theatres,Yes,6-10 times a year,0-20,"Entertaining,relaxing,express my feelings",With friends,"Actor/actress,genres,comments of other audience",like,neither like nor dislike,like,like,dislike,neither like nor dislike,neither like nor dislike,like,dislike
TRUE,24,63,54,51,29,Female,master or above,engineering and techonology,Go to cinema or theatres,Somtimes,6-10 times a year,0-20,"Entertaining,relaxing",with boyfriend/girlfriend,"Actor/actress,genres,comments of other audience",neither like nor dislike,Strongly like,neither like nor dislike,Strongly like,like,Strongly like,Strongly dislike,like,neither like nor dislike
TRUE,68,58,52,64,20,Female,bachelor,literature language and social sciences,on mobile devices at home or other places,Somtimes,6-10 times a year,21-40,"relaxing,funny",With friends,"Actor/actress,director,comments of other audience",neither like nor dislike,Strongly dislike,dislike,like,neither like nor dislike,Strongly like,Strongly dislike,neither like nor dislike,like
TRUE,100,100,100,100,19,Female,bachelor,literature language and social sciences,on mobile devices at home or other places,Somtimes,6-10 times a year,0-20,"relaxing,funny",with boyfriend/girlfriend,"Actor/actress,director,advertisements",neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike
TRUE,93,100,100,100,19,Female,bachelor,literature language and social sciences,on mobile devices at home or other places,Somtimes,6-10 times a year,0-20,"relaxing,funny",with boyfriend/girlfriend,"Actor/actress,director,genres",neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike
TRUE,53,63,55,60,20,Female,bachelor,literature language and social sciences,Go to cinema or theatres,Yes,fewer than 5 times a year,0-20,"relaxing,express my feelings,educating",alone,"Actor/actress,director,comments of other audience",like,Strongly like,like,like,like,Strongly like,like,like,Strongly like
TRUE,33,29,30,70,,Male,bachelor,literature language and social sciences,on mobile devices at home or other places,Somtimes,6-10 times a year,21-40,relaxing,with family,"Actor/actress,director,advertisements",Strongly like,Strongly like,Strongly dislike,Strongly dislike,like,Strongly like,Strongly like,Strongly like,neither like nor dislike
TRUE,57,55,57,53,19,Female,bachelor,literature language and social sciences,Go to cinema or theatres,Somtimes,more than 10 times a year,21-40,"Entertaining,relaxing",with boyfriend/girlfriend,"Actor/actress,previews,comments of other audience",neither like nor dislike,neither like nor dislike,like,like,dislike,like,like,dislike,dislike
TRUE,56,52,50,50,,Female,bachelor,literature language and social sciences,Go to cinema or theatres,Somtimes,6-10 times a year,21-40,"Entertaining,relaxing,funny",With friends,"Actor/actress,previews,comments of other audience",neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,like,Strongly like,neither like nor dislike,neither like nor dislike
TRUE,22,58,72,93,21,Female,bachelor,literature language and social sciences,on mobile devices at home or other places,Yes,fewer than 5 times a year,0-20,"Entertaining,relaxing,funny",With friends,"Actor/actress,previews,comments of other audience",neither like nor dislike,neither like nor dislike,neither like nor dislike,like,Strongly dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike
TRUE,70,41,52,68,20,Female,bachelor,literature language and social sciences,Go to cinema or theatres,Never,fewer than 5 times a year,0-20,"Entertaining,relaxing,express my feelings",With friends,"Actor/actress,director,previews",like,like,neither like nor dislike,like,Strongly like,like,Strongly like,like,neither like nor dislike
TRUE,60,52,52,58,19,Female,bachelor,literature language and social sciences,on mobile devices at home or other places,Somtimes,fewer than 5 times a year,0-20,"relaxing,educating",with family,"Actor/actress,previews,comments of other audience",neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,dislike,neither like nor dislike,neither like nor dislike
TRUE,54,46,59,49,21,Male,bachelor,arts-related,on mobile devices at home or other places,Yes,fewer than 5 times a year,0-20,"Entertaining,relaxing,funny",With friends,"Actor/actress,director,genres",neither like nor dislike,neither like nor dislike,neither like nor dislike,Strongly like,like,Strongly like,Strongly dislike,like,neither like nor dislike
TRUE,39,48,41,67,21,Female,bachelor,engineering and techonology,Go to cinema or theatres,Yes,fewer than 5 times a year,21-40,"Entertaining,relaxing,funny",With friends,"Actor/actress,director,advertisements",Strongly dislike,Strongly dislike,Strongly dislike,Strongly dislike,dislike,Strongly dislike,like,dislike,neither like nor dislike
TRUE,26,49,32,17,19,Female,high school or below,literature language and social sciences,on mobile devices at home or other places,Somtimes,fewer than 5 times a year,0-20,relaxing,alone,"Actor/actress,previews,comments of other audience",neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike
TRUE,43,49,44,37,20,Female,bachelor,literature language and social sciences,on mobile devices at home or other places,Somtimes,fewer than 5 times a year,0-20,"Entertaining,relaxing,educating",With friends,"Actor/actress,genres,comments of other audience",neither like nor dislike,neither like nor dislike,like,like,like,Strongly like,like,like,like
TRUE,52,49,53,54,19,Female,bachelor,literature language and social sciences,on mobile devices at home or other places,Yes,6-10 times a year,21-40,"relaxing,funny",with boyfriend/girlfriend,"Actor/actress,director,advertisements",neither like nor dislike,like,neither like nor dislike,Strongly like,dislike,Strongly like,neither like nor dislike,Strongly like,like
TRUE,50,44,65,63,19,Female,bachelor,literature language and social sciences,on mobile devices at home or other places,Yes,6-10 times a year,0-20,"Entertaining,funny,express my feelings",alone,"genres,previews,comments of other audience",like,like,like,Strongly like,dislike,like,Strongly dislike,neither like nor dislike,neither like nor dislike
TRUE,50,51,80,80,22,Female,high school or below,literature language and social sciences,on mobile devices at home or other places,Somtimes,fewer than 5 times a year,0-20,"Entertaining,relaxing,funny",with boyfriend/girlfriend,"Actor/actress,genres,comments of other audience",Strongly like,like,neither like nor dislike,like,neither like nor dislike,Strongly like,Strongly dislike,Strongly like,neither like nor dislike
TRUE,59,74,59,65,20,Female,bachelor,literature language and social sciences,Go to cinema or theatres,Yes,fewer than 5 times a year,0-20,"Entertaining,relaxing,express my feelings",With friends,"genres,previews,comments of other audience",like,like,like,like,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,dislike
TRUE,56,51,44,58,22,Female,bachelor,literature language and social sciences,Go to cinema or theatres,Yes,fewer than 5 times a year,0-20,Entertaining,With friends,"Actor/actress,director,advertisements",Strongly dislike,Strongly dislike,Strongly dislike,Strongly dislike,Strongly dislike,Strongly dislike,Strongly dislike,Strongly dislike,Strongly dislike
TRUE,61,67,61,75,21,Male,high school or below,engineering and techonology,Go to cinema or theatres,Somtimes,fewer than 5 times a year,21-40,relaxing,With friends,"Actor/actress,advertisements,previews",neither like nor dislike,dislike,dislike,neither like nor dislike,like,like,like,like,neither like nor dislike
TRUE,43,51,56,47,20,Female,bachelor,literature language and social sciences,Go to cinema or theatres,Yes,fewer than 5 times a year,0-20,Entertaining,With friends,"Actor/actress,director,advertisements",Strongly dislike,dislike,like,dislike,like,like,neither like nor dislike,neither like nor dislike,neither like nor dislike
TRUE,74,38,62,21,20,Female,bachelor,literature language and social sciences,Go to cinema or theatres,Somtimes,more than 10 times a year,over 40,"Entertaining,relaxing,educating",alone,"genres,previews,comments of other audience",neither like nor dislike,Strongly like,like,like,dislike,neither like nor dislike,Strongly dislike,like,like
TRUE,53,37,52,42,19,Female,bachelor,literature language and social sciences,Go to cinema or theatres,Somtimes,6-10 times a year,0-20,"Entertaining,relaxing,funny",With friends,"Actor/actress,previews,comments of other audience",like,like,neither like nor dislike,Strongly like,neither like nor dislike,like,Strongly like,like,like
TRUE,66,39,39,64,19,Male,bachelor,literature language and social sciences,on mobile devices at home or other places,Somtimes,fewer than 5 times a year,over 40,"relaxing,express my feelings,educating",With friends,"director,genres,comments of other audience",like,Strongly like,like,Strongly like,like,Strongly like,Strongly dislike,like,neither like nor dislike
TRUE,45,51,57,54,,Male,bachelor,literature language and social sciences,Go to cinema or theatres,Somtimes,fewer than 5 times a year,0-20,"Entertaining,relaxing,funny",With friends,"Actor/actress,director,genres",neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike
TRUE,33,54,41,42,23,Female,bachelor,literature language and social sciences,on mobile devices at home or other places,Yes,fewer than 5 times a year,0-20,Entertaining,With friends,"Actor/actress,director,advertisements",neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike
TRUE,36,21,30,17,20,Female,bachelor,literature language and social sciences,on mobile devices at home or other places,Somtimes,fewer than 5 times a year,21-40,"Entertaining,funny,express my feelings",With friends,"Actor/actress,previews,comments of other audience",dislike,dislike,neither like nor dislike,neither like nor dislike,like,neither like nor dislike,like,dislike,like
TRUE,39,52,40,76,20,Female,bachelor,literature language and social sciences,on mobile devices at home or other places,Yes,fewer than 5 times a year,21-40,"Entertaining,relaxing,educating",With friends,"Actor/actress,previews,comments of other audience",neither like nor dislike,like,like,like,Strongly like,Strongly like,dislike,neither like nor dislike,like
TRUE,52,54,53,53,19,Female,bachelor,literature language and social sciences,on mobile devices at home or other places,Somtimes,fewer than 5 times a year,0-20,"relaxing,funny",With friends,"Actor/actress,director,comments of other audience",neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike
TRUE,68,73,66,60,21,Female,bachelor,literature language and social sciences,Go to cinema or theatres,Somtimes,fewer than 5 times a year,21-40,"relaxing,funny",With friends,"Actor/actress,previews,comments of other audience",dislike,like,like,like,like,like,like,like,like
TRUE,24,21,76,92,18,Female,bachelor,literature language and social sciences,on mobile devices at home or other places,Somtimes,fewer than 5 times a year,0-20,"Entertaining,relaxing,funny",alone,"Actor/actress,director,advertisements",dislike,Strongly like,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,Strongly dislike,neither like nor dislike
TRUE,41,54,30,61,20,Female,high school or below,engineering and techonology,Go to cinema or theatres,Yes,more than 10 times a year,21-40,Entertaining,alone,"director,advertisements,genres",Strongly dislike,neither like nor dislike,neither like nor dislike,Strongly dislike,Strongly dislike,Strongly dislike,Strongly dislike,Strongly dislike,Strongly dislike
TRUE,44,64,46,64,19,Female,bachelor,literature language and social sciences,Go to cinema or theatres,Somtimes,fewer than 5 times a year,0-20,"Entertaining,relaxing,funny",With friends,"Actor/actress,previews,comments of other audience",neither like nor dislike,like,like,like,neither like nor dislike,like,Strongly dislike,like,like
TRUE,60,48,48,76,19,Female,bachelor,literature language and social sciences,on mobile devices at home or other places,Never,fewer than 5 times a year,0-20,"Entertaining,relaxing,funny",With friends,"Actor/actress,genres,previews",neither like nor dislike,neither like nor dislike,like,Strongly like,like,Strongly like,dislike,neither like nor dislike,dislike
TRUE,60,64,51,48,21,Male,bachelor,arts-related,on mobile devices at home or other places,Somtimes,6-10 times a year,21-40,"Entertaining,relaxing,funny",with family,"Actor/actress,previews,comments of other audience",neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike
TRUE,52,81,64,75,20,Female,bachelor,literature language and social sciences,on mobile devices at home or other places,Yes,fewer than 5 times a year,21-40,"Entertaining,relaxing,funny",alone,"Actor/actress,genres,comments of other audience",like,neither like nor dislike,neither like nor dislike,like,neither like nor dislike,Strongly like,Strongly like,like,dislike
TRUE,56,52,44,58,20,Female,bachelor,literature language and social sciences,Go to cinema or theatres,Yes,fewer than 5 times a year,over 40,"relaxing,funny,express my feelings",with boyfriend/girlfriend,"advertisements,genres,previews",like,Strongly like,Strongly like,like,neither like nor dislike,Strongly like,neither like nor dislike,Strongly like,Strongly like
TRUE,46,59,49,51,23,Female,bachelor,literature language and social sciences,Go to cinema or theatres,Never,6-10 times a year,0-20,"Entertaining,relaxing,funny",With friends,"Actor/actress,advertisements,comments of other audience",neither like nor dislike,like,like,like,like,like,like,neither like nor dislike,neither like nor dislike
TRUE,100,100,100,100,20,Male,bachelor,engineering and techonology,on mobile devices at home or other places,Somtimes,6-10 times a year,0-20,Entertaining,with family,"Actor/actress,director,advertisements",like,neither like nor dislike,like,neither like nor dislike,like,like,like,like,like
TRUE,43,63,37,72,21,Female,bachelor,literature language and social sciences,on mobile devices at home or other places,Somtimes,fewer than 5 times a year,0-20,"Entertaining,relaxing,funny",With friends,"Actor/actress,genres,previews",neither like nor dislike,neither like nor dislike,neither like nor dislike,like,like,neither like nor dislike,like,neither like nor dislike,like
TRUE,53,58,53,51,21,Female,bachelor,arts-related,Go to cinema or theatres,Somtimes,fewer than 5 times a year,0-20,relaxing,With friends,"Actor/actress,director,genres",dislike,dislike,neither like nor dislike,dislike,dislike,Strongly dislike,Strongly dislike,Strongly dislike,Strongly dislike
TRUE,21,49,48,63,21,Female,bachelor,literature language and social sciences,on mobile devices at home or other places,Never,fewer than 5 times a year,0-20,"Entertaining,relaxing,educating",With friends,"Actor/actress,genres,comments of other audience",dislike,like,dislike,dislike,neither like nor dislike,dislike,like,neither like nor dislike,dislike
TRUE,54,41,57,47,18,Female,bachelor,arts-related,on mobile devices at home or other places,Never,fewer than 5 times a year,0-20,"Entertaining,relaxing,educating",with boyfriend/girlfriend,"Actor/actress,director,advertisements",Strongly like,Strongly like,neither like nor dislike,neither like nor dislike,neither like nor dislike,like,Strongly like,Strongly like,Strongly dislike
TRUE,48,28,52,26,21,Male,bachelor,literature language and social sciences,Go to cinema or theatres,Yes,6-10 times a year,0-20,"Entertaining,relaxing,educating",with boyfriend/girlfriend,"Actor/actress,genres,comments of other audience",like,like,neither like nor dislike,Strongly like,like,Strongly like,like,Strongly like,neither like nor dislike
TRUE,36,71,61,33,,Female,bachelor,literature language and social sciences,on mobile devices at home or other places,Somtimes,fewer than 5 times a year,0-20,"Entertaining,relaxing,funny",With friends,"Actor/actress,previews,comments of other audience",neither like nor dislike,neither like nor dislike,like,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,like
TRUE,30,48,90,75,20,Female,bachelor,literature language and social sciences,on mobile devices at home or other places,Never,6-10 times a year,0-20,"Entertaining,relaxing,funny",alone,"Actor/actress,previews,comments of other audience",like,like,dislike,like,neither like nor dislike,dislike,like,neither like nor dislike,neither like nor dislike
TRUE,17,59,82,79,20,Female,bachelor,literature language and social sciences,Go to cinema or theatres,Yes,more than 10 times a year,21-40,"Entertaining,relaxing,funny",With friends,"Actor/actress,previews,comments of other audience",neither like nor dislike,neither like nor dislike,like,neither like nor dislike,like,like,like,like,like
TRUE,61,64,69,68,22,Male,bachelor,literature language and social sciences,Go to cinema or theatres,Yes,fewer than 5 times a year,0-20,Entertaining,With friends,"Actor/actress,director,advertisements",Strongly dislike,Strongly dislike,Strongly dislike,Strongly dislike,Strongly dislike,Strongly dislike,Strongly dislike,Strongly dislike,Strongly dislike
TRUE,24,80,58,25,21,Female,bachelor,literature language and social sciences,Go to cinema or theatres,Yes,fewer than 5 times a year,0-20,relaxing,With friends,"Actor/actress,director,previews",neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,like,like,neither like nor dislike,like
TRUE,25,35,43,25,21,Female,bachelor,literature language and social sciences,on mobile devices at home or other places,Yes,fewer than 5 times a year,0-20,relaxing,With friends,"Actor/actress,previews,comments of other audience",neither like nor dislike,neither like nor dislike,neither like nor dislike,like,like,Strongly like,neither like nor dislike,like,neither like nor dislike
TRUE,81,48,26,44,20,Male,high school or below,literature language and social sciences,on mobile devices at home or other places,Never,fewer than 5 times a year,0-20,"Entertaining,funny,express my feelings",alone,"Actor/actress,previews,comments of other audience",Strongly like,Strongly like,Strongly like,Strongly like,Strongly like,Strongly like,Strongly dislike,Strongly dislike,neither like nor dislike
TRUE,8,85,78,75,23,Male,bachelor,literature language and social sciences,Go to cinema or theatres,Somtimes,6-10 times a year,0-20,"Entertaining,relaxing,educating",With friends,"genres,previews,comments of other audience",neither like nor dislike,neither like nor dislike,like,like,neither like nor dislike,like,dislike,like,dislike
TRUE,50,50,48,50,22,Male,high school or below,literature language and social sciences,Go to cinema or theatres,Yes,6-10 times a year,0-20,"Entertaining,relaxing",with boyfriend/girlfriend,"director,advertisements,genres",dislike,dislike,Strongly dislike,Strongly like,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,like
TRUE,56,44,59,43,18,Female,high school or below,literature language and social sciences,Go to cinema or theatres,Somtimes,fewer than 5 times a year,0-20,"Entertaining,relaxing,educating",With friends,"Actor/actress,genres,comments of other audience",neither like nor dislike,neither like nor dislike,like,Strongly like,neither like nor dislike,like,neither like nor dislike,neither like nor dislike,neither like nor dislike
TRUE,35,42,58,40,20,Male,bachelor,engineering and techonology,Go to cinema or theatres,Yes,6-10 times a year,0-20,"relaxing,funny,express my feelings",With friends,"genres,previews,comments of other audience",neither like nor dislike,Strongly like,like,like,neither like nor dislike,like,neither like nor dislike,neither like nor dislike,neither like nor dislike
TRUE,91,86,98,92,,Female,bachelor,environment-related,on mobile devices at home or other places,Yes,6-10 times a year,21-40,"Entertaining,relaxing,express my feelings",with boyfriend/girlfriend,"director,advertisements,genres",dislike,like,neither like nor dislike,dislike,neither like nor dislike,like,like,like,like
TRUE,29,81,70,69,20,Female,bachelor,literature language and social sciences,on mobile devices at home or other places,Yes,fewer than 5 times a year,0-20,"Entertaining,relaxing,express my feelings",With friends,"Actor/actress,genres,previews",neither like nor dislike,neither like nor dislike,like,Strongly like,like,neither like nor dislike,dislike,neither like nor dislike,Strongly like
TRUE,84,69,76,79,23,Male,bachelor,literature language and social sciences,on mobile devices at home or other places,Yes,fewer than 5 times a year,0-20,"Entertaining,funny,educating",With friends,"Actor/actress,previews,comments of other audience",like,like,like,like,like,like,like,like,like
TRUE,29,54,43,42,21,Female,high school or below,literature language and social sciences,on mobile devices at home or other places,Yes,fewer than 5 times a year,0-20,"Entertaining,relaxing,express my feelings",alone,"director,genres,previews",dislike,neither like nor dislike,like,like,like,like,Strongly dislike,dislike,neither like nor dislike
TRUE,43,59,46,37,22,Female,bachelor,literature language and social sciences,on mobile devices at home or other places,Somtimes,6-10 times a year,0-20,"Entertaining,relaxing,funny",With friends,"director,genres,comments of other audience",neither like nor dislike,like,like,like,neither like nor dislike,like,like,like,neither like nor dislike
TRUE,32,27,54,44,22,Female,high school or below,literature language and social sciences,on mobile devices at home or other places,Somtimes,fewer than 5 times a year,21-40,"Entertaining,relaxing,funny",With friends,"Actor/actress,genres,comments of other audience",Strongly like,Strongly like,Strongly like,Strongly like,Strongly like,Strongly like,Strongly like,Strongly like,Strongly like
TRUE,46,69,50,90,21,Female,bachelor,literature language and social sciences,Go to cinema or theatres,Never,more than 10 times a year,0-20,"Entertaining,relaxing,express my feelings",With friends,"director,previews,comments of other audience",neither like nor dislike,neither like nor dislike,neither like nor dislike,like,like,like,like,dislike,like
TRUE,67,60,51,51,21,Female,bachelor,engineering and techonology,on mobile devices at home or other places,Somtimes,fewer than 5 times a year,0-20,relaxing,With friends,"Actor/actress,previews,comments of other audience",neither like nor dislike,neither like nor dislike,neither like nor dislike,like,neither like nor dislike,like,dislike,like,Strongly dislike
TRUE,52,41,43,67,19,Female,bachelor,literature language and social sciences,on mobile devices at home or other places,Somtimes,fewer than 5 times a year,0-20,"Entertaining,relaxing",With friends,"Actor/actress,director,genres",like,like,dislike,like,like,Strongly like,like,like,like
TRUE,55,50,50,52,20,Female,bachelor,literature language and social sciences,Go to cinema or theatres,Yes,6-10 times a year,21-40,"Entertaining,relaxing,funny",With friends,"Actor/actress,previews,comments of other audience",like,like,like,like,neither like nor dislike,like,like,Strongly like,like
TRUE,100,100,99,100,20,Male,bachelor,science and math-related,Go to cinema or theatres,Yes,fewer than 5 times a year,0-20,relaxing,with family,"Actor/actress,director,comments of other audience",Strongly dislike,Strongly dislike,Strongly dislike,Strongly dislike,Strongly dislike,Strongly dislike,Strongly dislike,Strongly dislike,Strongly dislike
TRUE,14,39,37,58,22,Female,bachelor,literature language and social sciences,on mobile devices at home or other places,Somtimes,fewer than 5 times a year,0-20,"relaxing,educating",alone,"genres,previews,comments of other audience",neither like nor dislike,neither like nor dislike,like,like,Strongly like,like,Strongly dislike,like,like
TRUE,57,58,62,63,20,Female,bachelor,arts-related,on mobile devices at home or other places,Yes,fewer than 5 times a year,0-20,"relaxing,funny,educating",with family,"Actor/actress,previews,comments of other audience",neither like nor dislike,like,like,like,neither like nor dislike,Strongly like,Strongly dislike,neither like nor dislike,dislike
TRUE,77,24,23,60,20,Female,bachelor,literature language and social sciences,Go to cinema or theatres,Yes,6-10 times a year,0-20,"Entertaining,relaxing,funny",With friends,"Actor/actress,advertisements,comments of other audience",like,like,neither like nor dislike,neither like nor dislike,dislike,Strongly like,Strongly dislike,like,neither like nor dislike
TRUE,36,60,40,42,,Female,bachelor,literature language and social sciences,on mobile devices at home or other places,Somtimes,more than 10 times a year,over 40,express my feelings,alone,"Actor/actress,director,genres",dislike,neither like nor dislike,like,Strongly like,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,dislike
TRUE,35,49,59,51,20,Female,bachelor,literature language and social sciences,Go to cinema or theatres,Somtimes,6-10 times a year,0-20,funny,With friends,"Actor/actress,director,comments of other audience",neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,dislike,like,neither like nor dislike,neither like nor dislike,dislike
TRUE,42,51,61,25,19,Female,bachelor,literature language and social sciences,on mobile devices at home or other places,Yes,fewer than 5 times a year,0-20,"Entertaining,relaxing,educating",With friends,"Actor/actress,genres,previews",neither like nor dislike,neither like nor dislike,Strongly like,like,neither like nor dislike,like,Strongly dislike,neither like nor dislike,like
TRUE,60,68,100,75,,Non-binary / third gender,master or above,science and math-related,Go to cinema or theatres,Somtimes,fewer than 5 times a year,over 40,relaxing,alone,"Actor/actress,director,previews",like,neither like nor dislike,neither like nor dislike,neither like nor dislike,Strongly like,Strongly dislike,like,neither like nor dislike,dislike
TRUE,47,42,68,37,20,Male,bachelor,literature language and social sciences,Go to cinema or theatres,Somtimes,6-10 times a year,21-40,"Entertaining,relaxing,funny",With friends,"genres,previews,comments of other audience",neither like nor dislike,like,neither like nor dislike,like,dislike,like,Strongly like,like,dislike
TRUE,83,65,100,88,21,Female,bachelor,literature language and social sciences,Go to cinema or theatres,Yes,fewer than 5 times a year,0-20,"relaxing,express my feelings,educating",With friends,"Actor/actress,director,previews",Strongly like,Strongly like,Strongly like,Strongly like,Strongly like,Strongly like,dislike,Strongly like,Strongly like
TRUE,35,68,65,64,33,Male,master or above,literature language and social sciences,Go to cinema or theatres,Somtimes,fewer than 5 times a year,0-20,"Entertaining,relaxing,educating",with boyfriend/girlfriend,"Actor/actress,genres,previews",like,like,like,like,like,like,dislike,like,like
TRUE,47,45,49,61,30,Male,master or above,arts-related,on mobile devices at home or other places,Somtimes,fewer than 5 times a year,0-20,relaxing,With friends,"Actor/actress,director,previews",dislike,neither like nor dislike,neither like nor dislike,Strongly dislike,neither like nor dislike,neither like nor dislike,like,like,like
TRUE,50,50,50,50,22,Female,bachelor,environment-related,on mobile devices at home or other places,Never,fewer than 5 times a year,0-20,"Entertaining,relaxing,funny",With friends,"advertisements,genres,previews",neither like nor dislike,neither like nor dislike,like,like,neither like nor dislike,like,neither like nor dislike,neither like nor dislike,neither like nor dislike
TRUE,48,51,54,50,20,Male,high school or below,literature language and social sciences,on mobile devices at home or other places,Yes,fewer than 5 times a year,0-20,"funny,express my feelings,educating",With friends,"Actor/actress,director,comments of other audience",like,dislike,neither like nor dislike,Strongly dislike,dislike,dislike,dislike,dislike,neither like nor dislike
TRUE,52,59,47,36,22,Male,bachelor,literature language and social sciences,Go to cinema or theatres,Somtimes,6-10 times a year,0-20,relaxing,With friends,"Actor/actress,genres,previews",like,like,neither like nor dislike,like,like,neither like nor dislike,Strongly dislike,like,neither like nor dislike
TRUE,22,48,44,45,3,Male,high school or below,engineering and techonology,Go to cinema or theatres,Somtimes,fewer than 5 times a year,over 40,Entertaining,With friends,"Actor/actress,director,genres",Strongly dislike,neither like nor dislike,Strongly dislike,neither like nor dislike,dislike,Strongly dislike,Strongly dislike,Strongly like,dislike
TRUE,57,46,52,67,18,Female,bachelor,literature language and social sciences,Go to cinema or theatres,Yes,more than 10 times a year,0-20,Entertaining,With friends,"Actor/actress,director,comments of other audience",like,like,like,like,neither like nor dislike,Strongly like,dislike,like,like
TRUE,71,67,68,94,21,Female,bachelor,literature language and social sciences,Go to cinema or theatres,Somtimes,more than 10 times a year,0-20,Entertaining,With friends,"genres,previews,comments of other audience",like,like,Strongly like,Strongly like,neither like nor dislike,Strongly like,Strongly like,neither like nor dislike,neither like nor dislike
TRUE,65,90,86,81,19,Female,high school or below,literature language and social sciences,Go to cinema or theatres,Yes,6-10 times a year,21-40,"Entertaining,relaxing,educating",with family,"Actor/actress,genres,previews",like,like,like,Strongly like,neither like nor dislike,Strongly like,neither like nor dislike,Strongly like,like
TRUE,100,100,100,100,88,Male,bachelor,business-related,Go to cinema or theatres,Yes,more than 10 times a year,over 40,"Entertaining,relaxing,express my feelings",with boyfriend/girlfriend,"Actor/actress,director,advertisements",Strongly dislike,Strongly dislike,Strongly dislike,Strongly dislike,Strongly dislike,Strongly dislike,Strongly dislike,Strongly dislike,Strongly dislike
TRUE,74,80,78,84,19,Female,bachelor,literature language and social sciences,Go to cinema or theatres,Yes,6-10 times a year,0-20,relaxing,With friends,"Actor/actress,genres,previews",neither like nor dislike,neither like nor dislike,like,Strongly like,Strongly like,Strongly like,dislike,neither like nor dislike,like
TRUE,45,55,48,68,22,Female,high school or below,engineering and techonology,on mobile devices at home or other places,Somtimes,fewer than 5 times a year,21-40,"Entertaining,relaxing,funny",With friends,"Actor/actress,advertisements,previews",neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike
TRUE,51,51,51,51,21,Male,bachelor,literature language and social sciences,on mobile devices at home or other places,Never,fewer than 5 times a year,0-20,relaxing,with boyfriend/girlfriend,"Actor/actress,director,genres",Strongly like,Strongly like,dislike,like,like,neither like nor dislike,Strongly like,like,neither like nor dislike
TRUE,36,38,44,49,20,Female,bachelor,literature language and social sciences,Go to cinema or theatres,Yes,6-10 times a year,0-20,"relaxing,express my feelings,educating",With friends,"genres,previews,comments of other audience",like,like,neither like nor dislike,neither like nor dislike,dislike,like,like,Strongly like,dislike
TRUE,32,45,21,47,20,Female,bachelor,literature language and social sciences,on mobile devices at home or other places,Somtimes,fewer than 5 times a year,0-20,"Entertaining,relaxing,educating",with family,"Actor/actress,genres,comments of other audience",neither like nor dislike,neither like nor dislike,dislike,neither like nor dislike,dislike,neither like nor dislike,neither like nor dislike,dislike,dislike
TRUE,86,87,85,74,18,Male,master or above,business-related,Go to cinema or theatres,Yes,fewer than 5 times a year,over 40,"relaxing,educating",with family,"Actor/actress,director,comments of other audience",Strongly like,neither like nor dislike,Strongly like,neither like nor dislike,neither like nor dislike,Strongly dislike,Strongly like,neither like nor dislike,dislike
